Date;Time of day;Biomass[MWh];Hydropower[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other renewable[MWh];Nuclear[MWh];Fossil brown coal[MWh];Fossil hard coal[MWh];Fossil gas[MWh];Hydro pumped storage[MWh];Other conventional[MWh]
Jun 15, 2020;12:00 PM;1,069;585;286;843;3,860;33;1,633;3,516;624;2,338;325;246
Jun 15, 2020;12:15 PM;1,077;558;270;810;3,891;33;1,633;3,510;620;2,366;186;246
Jun 15, 2020;12:30 PM;1,078;565;242;801;3,889;33;1,633;3,521;618;2,362;188;246
Jun 15, 2020;12:45 PM;1,066;562;217;785;3,905;33;1,633;3,516;633;2,364;160;246
Jun 15, 2020;1:00 PM;1,066;583;198;775;3,926;33;1,634;3,513;637;2,361;314;246
Jun 15, 2020;1:15 PM;1,062;584;172;766;3,896;33;1,634;3,508;636;2,348;300;246
Jun 15, 2020;1:30 PM;1,063;578;152;769;3,871;33;1,633;3,513;633;2,344;249;246
Jun 15, 2020;1:45 PM;1,048;566;130;769;3,843;33;1,633;3,508;621;2,347;210;246
Jun 15, 2020;2:00 PM;1,011;581;111;770;3,771;33;1,633;3,514;588;2,354;171;246
Jun 15, 2020;2:15 PM;1,011;591;91;763;3,745;33;1,633;3,512;566;2,357;194;246
Jun 15, 2020;2:30 PM;1,016;583;77;750;3,673;33;1,634;3,510;557;2,359;208;246
Jun 15, 2020;2:45 PM;1,014;580;63;748;3,587;33;1,633;3,521;537;2,361;228;246
Jun 15, 2020;3:00 PM;1,011;569;51;738;3,527;33;1,633;3,501;640;2,372;123;246
Jun 15, 2020;3:15 PM;1,018;579;42;737;3,407;33;1,633;3,505;639;2,366;137;244
Jun 15, 2020;3:30 PM;1,016;587;37;731;3,289;33;1,633;3,501;640;2,373;170;244
Jun 15, 2020;3:45 PM;1,017;581;32;738;3,135;33;1,633;3,521;644;2,366;166;246
Jun 15, 2020;4:00 PM;1,026;562;27;717;3,024;33;1,633;3,512;660;2,360;200;244
Jun 15, 2020;4:15 PM;1,029;572;23;733;2,890;33;1,633;3,530;585;2,367;215;244
Jun 15, 2020;4:30 PM;1,024;556;20;731;2,718;33;1,633;3,521;723;2,371;320;244
Jun 15, 2020;4:45 PM;1,025;557;19;752;2,554;33;1,632;3,533;649;2,369;357;244
Jun 15, 2020;5:00 PM;1,033;555;19;753;2,394;33;1,632;3,551;783;2,380;553;244
Jun 15, 2020;5:15 PM;1,020;555;24;750;2,210;33;1,633;3,567;781;2,402;580;244
Jun 15, 2020;5:30 PM;1,021;561;33;750;2,049;33;1,632;3,573;797;2,417;578;244
Jun 15, 2020;5:45 PM;1,024;553;45;755;1,865;33;1,632;3,576;824;2,425;647;244
Jun 15, 2020;6:00 PM;1,019;531;54;743;1,654;33;1,632;3,573;853;2,447;464;244
Jun 15, 2020;6:15 PM;1,012;538;62;751;1,449;33;1,633;3,576;775;2,458;488;244
Jun 15, 2020;6:30 PM;1,012;548;62;768;1,261;33;1,633;3,573;858;2,459;582;244
Jun 15, 2020;6:45 PM;1,014;553;62;764;1,068;33;1,633;3,584;777;2,494;761;244
Jun 15, 2020;7:00 PM;1,013;527;59;753;885;33;1,633;3,598;768;2,495;793;245
Jun 15, 2020;7:15 PM;1,012;532;61;738;728;33;1,632;3,599;770;2,493;856;245
Jun 15, 2020;7:30 PM;1,011;544;60;757;587;33;1,631;3,574;771;2,495;933;245
Jun 15, 2020;7:45 PM;1,011;539;58;768;460;33;1,631;3,582;772;2,489;909;245
Jun 15, 2020;8:00 PM;1,014;540;62;745;350;33;1,631;3,561;765;2,489;730;245
Jun 15, 2020;8:15 PM;1,015;530;65;747;245;33;1,632;3,567;767;2,494;567;244
Jun 15, 2020;8:30 PM;1,014;527;66;738;161;33;1,634;3,551;820;2,496;574;245
Jun 15, 2020;8:45 PM;1,016;542;71;724;96;33;1,634;3,461;785;2,493;535;245
Jun 15, 2020;9:00 PM;1,022;578;79;726;46;33;1,634;3,444;792;2,479;486;247
Jun 15, 2020;9:15 PM;1,022;568;87;751;15;33;1,634;3,447;813;2,437;417;246
Jun 15, 2020;9:30 PM;1,021;541;90;743;4;33;1,635;3,448;824;2,404;415;246
Jun 15, 2020;9:45 PM;1,019;528;90;701;1;33;1,636;3,433;830;2,368;450;246
Jun 15, 2020;10:00 PM;1,020;571;91;685;0;33;1,636;3,402;848;2,329;418;246
Jun 15, 2020;10:15 PM;1,019;529;92;683;0;33;1,636;3,333;846;2,330;433;247
Jun 15, 2020;10:30 PM;1,020;521;88;695;0;33;1,636;3,305;840;2,325;542;247
Jun 15, 2020;10:45 PM;1,021;515;90;681;0;33;1,635;3,295;826;2,328;422;247
Jun 15, 2020;11:00 PM;1,021;522;91;645;0;33;1,635;3,197;791;2,328;230;247
Jun 15, 2020;11:15 PM;1,019;507;92;624;0;33;1,634;3,172;775;2,327;133;247
Jun 15, 2020;11:30 PM;1,019;505;94;624;0;33;1,634;3,179;771;2,333;104;247
Jun 15, 2020;11:45 PM;1,020;502;90;604;0;33;1,633;3,171;752;2,323;91;247
Jun 16, 2020;12:00 AM;1,021;561;79;576;0;33;1,632;3,159;675;2,164;288;235
Jun 16, 2020;12:15 AM;1,015;521;81;553;0;33;1,631;3,150;645;2,149;204;235
Jun 16, 2020;12:30 AM;1,016;519;86;536;0;33;1,632;3,149;639;2,138;113;235
Jun 16, 2020;12:45 AM;1,014;501;92;528;0;33;1,632;3,131;619;2,081;42;235
Jun 16, 2020;1:00 AM;1,017;542;95;514;0;33;1,634;3,024;597;2,075;107;236
Jun 16, 2020;1:15 AM;1,019;491;108;475;0;33;1,634;2,952;572;2,076;29;236
Jun 16, 2020;1:30 AM;1,022;489;133;428;0;33;1,635;2,915;553;2,080;55;234
Jun 16, 2020;1:45 AM;1,022;482;156;388;0;33;1,634;2,875;533;2,080;89;234
Jun 16, 2020;2:00 AM;1,022;496;172;346;0;33;1,634;2,877;528;2,079;52;234
Jun 16, 2020;2:15 AM;1,022;487;171;338;0;33;1,634;2,867;521;2,081;30;234
Jun 16, 2020;2:30 AM;1,022;509;161;327;0;33;1,634;2,865;525;2,078;34;234
Jun 16, 2020;2:45 AM;1,023;486;148;319;0;33;1,634;2,848;529;2,080;17;234
Jun 16, 2020;3:00 AM;1,025;501;141;309;0;33;1,634;2,818;523;2,081;55;234
Jun 16, 2020;3:15 AM;1,025;486;125;296;0;33;1,634;2,829;524;2,081;39;234
Jun 16, 2020;3:30 AM;1,026;484;108;296;0;33;1,635;2,846;526;2,083;36;234
Jun 16, 2020;3:45 AM;1,026;484;97;297;0;33;1,635;2,865;524;2,079;37;234
Jun 16, 2020;4:00 AM;1,027;483;84;302;0;33;1,635;2,915;524;2,090;29;234
Jun 16, 2020;4:15 AM;1,028;499;79;298;0;33;1,635;2,950;526;2,082;42;234
Jun 16, 2020;4:30 AM;1,029;519;62;317;1;33;1,635;2,972;528;2,042;45;234
Jun 16, 2020;4:45 AM;1,030;515;45;315;5;33;1,636;3,023;528;2,048;49;234
Jun 16, 2020;5:00 AM;1,029;492;39;299;20;33;1,636;3,089;525;2,069;31;235
Jun 16, 2020;5:15 AM;1,029;505;42;283;44;33;1,636;3,197;544;2,082;39;235
Jun 16, 2020;5:30 AM;1,031;518;46;267;80;33;1,636;3,272;577;2,085;41;235
Jun 16, 2020;5:45 AM;1,030;527;44;261;139;33;1,635;3,313;606;2,110;67;234
Jun 16, 2020;6:00 AM;1,029;520;42;254;217;33;1,636;3,336;704;2,138;84;235
Jun 16, 2020;6:15 AM;1,027;545;38;244;317;33;1,636;3,351;759;2,179;363;235
Jun 16, 2020;6:30 AM;1,028;576;43;226;433;33;1,637;3,350;796;2,206;495;234
Jun 16, 2020;6:45 AM;1,027;572;52;195;567;33;1,636;3,352;888;2,240;605;234
Jun 16, 2020;7:00 AM;1,029;520;53;178;722;33;1,634;3,357;893;2,260;584;234
Jun 16, 2020;7:15 AM;1,032;551;67;151;890;33;1,635;3,377;888;2,265;747;234
Jun 16, 2020;7:30 AM;1,031;579;64;142;1,084;33;1,635;3,376;893;2,268;880;234
Jun 16, 2020;7:45 AM;1,026;588;56;133;1,290;33;1,635;3,374;905;2,255;923;234
Jun 16, 2020;8:00 AM;1,027;546;51;127;1,499;33;1,635;3,355;923;2,249;921;234
Jun 16, 2020;8:15 AM;1,027;547;53;99;1,720;33;1,634;3,352;938;2,257;926;234
Jun 16, 2020;8:30 AM;1,027;536;49;95;1,933;33;1,634;3,363;948;2,277;784;234
Jun 16, 2020;8:45 AM;1,025;538;42;100;2,154;33;1,633;3,361;956;2,289;672;235
Jun 16, 2020;9:00 AM;1,025;540;52;85;2,381;33;1,633;3,360;993;2,281;447;235
Jun 16, 2020;9:15 AM;1,022;557;55;78;2,616;33;1,633;3,350;997;2,280;363;235
Jun 16, 2020;9:30 AM;1,024;551;47;91;2,830;33;1,633;3,345;984;2,278;335;235
Jun 16, 2020;9:45 AM;1,019;551;45;101;3,030;33;1,633;3,340;949;2,269;289;235
Jun 16, 2020;10:00 AM;1,017;537;48;93;3,253;33;1,633;3,336;926;2,263;232;234
Jun 16, 2020;10:15 AM;1,016;540;54;87;3,438;33;1,632;3,335;905;2,269;194;234
Jun 16, 2020;10:30 AM;1,016;546;48;90;3,586;33;1,631;3,342;883;2,268;205;234
Jun 16, 2020;10:45 AM;1,019;540;48;90;3,718;33;1,631;3,350;856;2,276;164;234
Jun 16, 2020;11:00 AM;1,016;547;51;86;3,823;33;1,631;3,352;818;2,271;224;234
Jun 16, 2020;11:15 AM;1,017;538;52;85;3,939;33;1,630;3,340;804;2,268;270;234
Jun 16, 2020;11:30 AM;1,014;539;51;87;4,048;33;1,629;3,341;799;2,268;300;234
Jun 16, 2020;11:45 AM;1,012;539;48;90;4,110;33;1,630;3,344;805;2,263;215;234
Jun 16, 2020;12:00 PM;1,012;543;44;92;4,193;33;1,630;3,332;820;2,257;262;234
Jun 16, 2020;12:15 PM;1,014;551;37;98;4,259;33;1,629;3,322;818;2,258;224;234
Jun 16, 2020;12:30 PM;1,015;554;29;102;4,332;33;1,630;3,317;818;2,252;224;234
Jun 16, 2020;12:45 PM;1,009;554;22;107;4,374;33;1,629;3,312;830;2,269;98;234
Jun 16, 2020;1:00 PM;1,008;573;17;112;4,417;33;1,629;3,316;846;2,272;300;234
Jun 16, 2020;1:15 PM;1,011;575;13;110;4,457;33;1,629;3,313;804;2,273;237;234
Jun 16, 2020;1:30 PM;1,011;556;11;115;4,488;33;1,629;3,315;800;2,400;172;250
Jun 16, 2020;1:45 PM;1,010;533;11;127;4,486;33;1,629;3,319;797;2,393;70;250
Jun 16, 2020;2:00 PM;1,009;560;11;140;4,441;33;1,628;3,316;787;2,403;98;250
Jun 16, 2020;2:15 PM;1,009;565;12;153;4,436;33;1,629;3,313;793;2,407;95;242
Jun 16, 2020;2:30 PM;1,006;545;12;164;4,419;33;1,628;3,318;803;2,395;87;195
Jun 16, 2020;2:45 PM;1,005;528;12;185;4,398;33;1,627;3,307;804;2,378;122;195
Jun 16, 2020;3:00 PM;1,006;531;13;204;4,397;33;1,628;3,315;794;2,429;105;194
Jun 16, 2020;3:15 PM;1,005;524;17;226;4,313;33;1,627;3,310;790;2,393;66;194
Jun 16, 2020;3:30 PM;1,006;542;25;240;4,238;33;1,628;3,297;790;2,390;132;194
Jun 16, 2020;3:45 PM;1,009;543;32;257;4,106;33;1,627;3,296;776;2,408;71;194
Jun 16, 2020;4:00 PM;1,013;523;37;286;3,948;33;1,627;3,288;771;2,468;42;195
Jun 16, 2020;4:15 PM;1,019;537;45;320;3,788;33;1,626;3,290;762;2,491;58;195
Jun 16, 2020;4:30 PM;1,022;537;44;342;3,602;33;1,625;3,295;771;2,462;111;195
Jun 16, 2020;4:45 PM;1,022;564;40;359;3,419;33;1,625;3,295;769;2,474;144;194
Jun 16, 2020;5:00 PM;1,025;523;43;364;3,260;33;1,624;3,301;769;2,488;110;195
Jun 16, 2020;5:15 PM;1,024;534;41;365;3,065;33;1,625;3,312;774;2,500;126;195
Jun 16, 2020;5:30 PM;1,025;536;38;383;2,876;33;1,625;3,302;788;2,517;146;195
Jun 16, 2020;5:45 PM;1,027;540;39;380;2,610;33;1,625;3,305;807;2,533;218;195
