Date;Time of day;Biomass[MWh];Hydropower[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other renewable[MWh];Nuclear[MWh];Fossil brown coal[MWh];Fossil hard coal[MWh];Fossil gas[MWh];Hydro pumped storage[MWh];Other conventional[MWh]
Jul 6, 2020;5:15 PM;1,112;588;1,050;6,447;3,702;34;1,229;1,199;642;848;189;189
Jul 6, 2020;5:30 PM;1,115;580;1,053;6,374;3,381;34;1,235;1,267;642;905;235;188
Jul 6, 2020;5:45 PM;1,112;598;1,052;6,339;3,028;34;1,223;1,401;632;1,026;245;189
Jul 6, 2020;6:00 PM;1,112;549;1,046;6,300;2,688;34;1,208;1,480;599;1,131;155;189
Jul 6, 2020;6:15 PM;1,114;567;1,048;6,260;2,365;34;1,212;1,551;597;1,249;126;189
Jul 6, 2020;6:30 PM;1,112;580;1,053;6,245;2,019;34;1,215;1,607;600;1,301;252;189
Jul 6, 2020;6:45 PM;1,115;587;1,057;6,293;1,708;34;1,214;1,651;594;1,427;335;189
Jul 6, 2020;7:00 PM;1,120;578;1,057;6,106;1,431;34;1,206;1,679;610;1,556;147;189
Jul 6, 2020;7:15 PM;1,123;602;1,211;5,746;1,158;34;1,204;1,689;617;1,600;295;188
Jul 6, 2020;7:30 PM;1,122;624;1,214;5,466;928;34;1,206;1,684;613;1,629;417;189
Jul 6, 2020;7:45 PM;1,119;616;1,245;5,291;734;34;1,213;1,689;609;1,665;507;189
Jul 6, 2020;8:00 PM;1,121;581;1,344;5,086;555;34;1,206;1,709;602;1,759;713;189
Jul 6, 2020;8:15 PM;1,120;579;1,389;4,971;403;34;1,204;1,724;600;1,803;686;188
Jul 6, 2020;8:30 PM;1,119;588;1,373;4,810;262;34;1,207;1,721;603;1,798;754;189
Jul 6, 2020;8:45 PM;1,121;595;1,352;4,558;152;34;1,210;1,724;606;1,829;793;189
Jul 6, 2020;9:00 PM;1,123;589;1,341;4,381;70;34;1,206;1,744;600;1,864;844;189
Jul 6, 2020;9:15 PM;1,123;584;1,306;4,339;22;34;1,204;1,753;601;1,869;870;189
Jul 6, 2020;9:30 PM;1,123;581;1,314;4,318;5;34;1,205;1,777;599;1,868;836;189
Jul 6, 2020;9:45 PM;1,120;585;1,346;4,115;1;34;1,206;1,798;592;1,839;702;189
Jul 6, 2020;10:00 PM;1,123;589;1,372;3,959;0;34;1,211;1,831;582;1,818;778;189
Jul 6, 2020;10:15 PM;1,121;582;1,362;3,923;0;34;1,228;1,847;577;1,815;695;189
Jul 6, 2020;10:30 PM;1,122;554;1,337;3,880;0;34;1,239;1,860;578;1,800;630;189
Jul 6, 2020;10:45 PM;1,121;559;1,394;3,915;0;34;1,243;1,869;580;1,766;421;189
Jul 6, 2020;11:00 PM;1,120;601;1,437;3,941;0;34;1,248;1,869;580;1,771;322;189
Jul 6, 2020;11:15 PM;1,119;564;1,455;3,924;0;34;1,249;1,821;579;1,774;259;189
Jul 6, 2020;11:30 PM;1,119;591;1,479;3,866;0;34;1,247;1,794;568;1,743;88;189
Jul 6, 2020;11:45 PM;1,118;585;1,474;3,893;0;34;1,247;1,763;560;1,756;40;189
Jul 7, 2020;12:00 AM;1,115;588;1,457;3,822;0;34;1,250;1,678;452;1,813;16;189
Jul 7, 2020;12:15 AM;1,116;566;1,405;3,749;0;34;1,251;1,640;422;1,802;10;189
Jul 7, 2020;12:30 AM;1,114;568;1,372;3,697;0;34;1,270;1,653;408;1,789;7;189
Jul 7, 2020;12:45 AM;1,116;592;1,330;3,743;0;34;1,296;1,653;388;1,791;1;189
Jul 7, 2020;1:00 AM;1,114;581;1,314;3,717;0;34;1,323;1,651;365;1,750;21;189
Jul 7, 2020;1:15 AM;1,113;576;1,293;3,653;0;34;1,327;1,630;357;1,725;39;189
Jul 7, 2020;1:30 AM;1,113;578;1,213;3,620;0;34;1,328;1,629;357;1,684;31;189
Jul 7, 2020;1:45 AM;1,113;574;1,151;3,554;0;34;1,329;1,594;354;1,682;27;189
Jul 7, 2020;2:00 AM;1,113;572;1,096;3,451;0;34;1,330;1,508;343;1,703;44;189
Jul 7, 2020;2:15 AM;1,114;561;1,003;3,354;0;34;1,330;1,462;340;1,721;51;189
Jul 7, 2020;2:30 AM;1,113;567;929;3,218;0;34;1,330;1,467;340;1,780;68;189
Jul 7, 2020;2:45 AM;1,114;561;896;3,075;0;34;1,330;1,485;340;1,804;43;189
Jul 7, 2020;3:00 AM;1,109;561;850;2,950;0;34;1,330;1,530;339;1,798;56;189
Jul 7, 2020;3:15 AM;1,102;569;794;2,879;0;34;1,331;1,538;340;1,823;72;189
Jul 7, 2020;3:30 AM;1,103;580;753;2,841;0;34;1,334;1,542;342;1,825;114;189
Jul 7, 2020;3:45 AM;1,105;573;729;2,726;0;34;1,335;1,553;341;1,854;123;189
Jul 7, 2020;4:00 AM;1,107;563;748;2,660;0;34;1,335;1,527;343;1,876;22;189
Jul 7, 2020;4:15 AM;1,105;563;746;2,553;0;34;1,335;1,559;341;1,931;17;189
Jul 7, 2020;4:30 AM;1,104;565;745;2,341;0;34;1,334;1,588;340;1,992;35;189
Jul 7, 2020;4:45 AM;1,107;562;767;2,185;1;34;1,335;1,590;335;2,014;93;189
Jul 7, 2020;5:00 AM;1,104;551;796;2,150;7;34;1,342;1,637;266;2,032;31;189
Jul 7, 2020;5:15 AM;1,107;565;809;2,057;26;34;1,341;1,681;266;2,048;61;189
Jul 7, 2020;5:30 AM;1,111;562;835;1,971;64;34;1,341;1,727;373;2,058;44;189
Jul 7, 2020;5:45 AM;1,109;567;834;1,873;142;34;1,342;1,786;387;2,073;85;189
Jul 7, 2020;6:00 AM;1,114;564;830;1,823;259;34;1,343;1,840;453;2,051;83;189
Jul 7, 2020;6:15 AM;1,113;600;825;1,745;413;34;1,342;1,913;457;2,036;195;189
Jul 7, 2020;6:30 AM;1,113;599;851;1,671;600;34;1,342;1,922;464;2,084;265;189
Jul 7, 2020;6:45 AM;1,116;603;863;1,551;838;34;1,342;1,933;473;2,100;307;189
Jul 7, 2020;7:00 AM;1,115;573;849;1,361;1,127;34;1,341;2,024;476;2,130;733;189
Jul 7, 2020;7:15 AM;1,116;573;895;1,368;1,458;34;1,341;2,067;477;2,139;842;189
Jul 7, 2020;7:30 AM;1,118;586;902;1,308;1,843;34;1,340;2,070;477;2,132;754;189
Jul 7, 2020;7:45 AM;1,117;586;958;1,306;2,260;34;1,341;2,092;496;2,121;617;189
Jul 7, 2020;8:00 AM;1,119;582;1,008;1,336;2,694;34;1,340;2,098;489;2,080;824;189
Jul 7, 2020;8:15 AM;1,118;552;1,031;1,376;3,124;34;1,340;2,085;486;2,036;743;189
Jul 7, 2020;8:30 AM;1,119;548;1,073;1,392;3,560;34;1,339;2,061;486;2,046;577;189
Jul 7, 2020;8:45 AM;1,118;547;1,124;1,384;3,928;34;1,339;2,038;482;2,044;534;189
Jul 7, 2020;9:00 AM;1,116;624;1,096;1,445;4,241;34;1,339;2,013;484;2,117;1,047;189
Jul 7, 2020;9:15 AM;1,114;584;1,088;1,461;4,538;34;1,338;2,019;488;2,132;1,001;189
Jul 7, 2020;9:30 AM;1,113;578;1,097;1,430;4,774;34;1,338;2,031;489;2,130;935;189
Jul 7, 2020;9:45 AM;1,114;544;1,155;1,428;5,003;34;1,338;2,050;490;2,129;751;189
Jul 7, 2020;10:00 AM;1,113;580;1,181;1,477;5,198;34;1,338;2,084;492;2,125;800;189
Jul 7, 2020;10:15 AM;1,107;586;1,176;1,514;5,366;34;1,338;2,106;495;2,127;609;189
Jul 7, 2020;10:30 AM;1,111;575;1,136;1,620;5,508;34;1,336;2,103;492;2,133;571;189
Jul 7, 2020;10:45 AM;1,108;563;1,031;1,673;5,652;34;1,336;2,105;494;2,130;526;189
Jul 7, 2020;11:00 AM;1,105;558;1,012;1,686;5,752;34;1,336;2,066;491;2,117;229;189
Jul 7, 2020;11:15 AM;1,104;538;1,049;1,816;5,913;34;1,334;2,047;489;2,119;169;189
Jul 7, 2020;11:30 AM;1,106;545;973;2,021;6,016;34;1,332;2,002;487;2,127;158;189
Jul 7, 2020;11:45 AM;1,109;540;906;2,089;6,167;34;1,333;1,909;488;2,128;104;189
Jul 7, 2020;12:00 PM;1,110;591;934;2,241;6,207;34;1,332;1,912;480;2,120;238;189
Jul 7, 2020;12:15 PM;1,111;580;945;2,308;6,260;34;1,331;1,883;480;2,089;130;189
Jul 7, 2020;12:30 PM;1,108;584;934;2,439;6,206;34;1,328;1,846;480;2,080;86;189
Jul 7, 2020;12:45 PM;1,108;553;954;2,503;6,234;34;1,327;1,822;473;2,090;66;189
Jul 7, 2020;1:00 PM;1,107;599;1,013;2,561;6,104;34;1,327;1,810;469;2,108;136;189
Jul 7, 2020;1:15 PM;1,105;551;1,040;2,577;6,040;34;1,326;1,777;468;2,101;112;189
Jul 7, 2020;1:30 PM;1,107;577;1,092;2,580;5,955;34;1,325;1,795;466;2,122;140;189
Jul 7, 2020;1:45 PM;1,104;549;1,105;2,626;5,792;34;1,324;1,785;463;2,109;214;189
Jul 7, 2020;2:00 PM;1,101;565;1,151;2,702;5,676;34;1,325;1,790;453;2,112;135;189
Jul 7, 2020;2:15 PM;1,103;565;1,158;2,813;5,627;34;1,326;1,809;451;2,098;87;189
Jul 7, 2020;2:30 PM;1,101;576;1,148;2,877;5,546;34;1,326;1,836;452;2,081;30;190
Jul 7, 2020;2:45 PM;1,100;571;1,165;3,007;5,466;34;1,326;1,823;451;2,091;34;190
Jul 7, 2020;3:00 PM;1,102;536;1,189;3,035;5,389;34;1,327;1,800;453;2,059;4;190
Jul 7, 2020;3:15 PM;1,101;551;1,116;3,089;5,278;34;1,327;1,814;467;2,061;6;190
Jul 7, 2020;3:30 PM;1,098;594;1,092;3,079;5,146;34;1,327;1,818;491;2,061;34;190
Jul 7, 2020;3:45 PM;1,097;596;1,071;3,060;4,986;34;1,327;1,872;505;2,067;24;190
Jul 7, 2020;4:00 PM;1,098;559;1,053;3,014;4,814;34;1,328;2,000;493;2,057;67;189
Jul 7, 2020;4:15 PM;1,097;585;1,007;3,047;4,601;34;1,328;2,038;503;2,045;65;189
Jul 7, 2020;4:30 PM;1,099;573;1,020;3,135;4,378;34;1,328;2,077;506;2,065;35;189
Jul 7, 2020;4:45 PM;1,097;592;1,073;3,019;4,082;34;1,327;2,148;521;2,044;104;189
Jul 7, 2020;5:00 PM;1,101;551;1,057;2,884;3,800;34;1,321;2,196;531;2,067;107;189
Jul 7, 2020;5:15 PM;1,102;594;1,022;2,745;3,456;34;1,320;2,236;530;2,122;122;189
Jul 7, 2020;5:30 PM;1,107;591;987;2,741;3,163;34;1,329;2,242;533;2,152;384;189
Jul 7, 2020;5:45 PM;1,109;594;980;2,789;2,856;34;1,329;2,253;558;2,164;504;189
Jul 7, 2020;6:00 PM;1,108;534;1,021;2,639;2,567;34;1,329;2,255;587;2,188;164;189
Jul 7, 2020;6:15 PM;1,106;566;1,023;2,546;2,244;34;1,330;2,281;604;2,173;288;189
Jul 7, 2020;6:30 PM;1,107;614;999;2,428;1,946;34;1,331;2,287;551;2,180;520;189
Jul 7, 2020;6:45 PM;1,108;598;965;2,390;1,635;34;1,331;2,285;565;2,176;700;189
Jul 7, 2020;7:00 PM;1,110;563;942;2,239;1,331;34;1,330;2,287;482;2,196;668;189
Jul 7, 2020;7:15 PM;1,111;563;857;2,125;1,059;34;1,330;2,291;479;2,202;877;189
Jul 7, 2020;7:30 PM;1,114;590;832;2,031;821;34;1,331;2,283;478;2,219;1,032;189
Jul 7, 2020;7:45 PM;1,116;590;880;1,909;621;34;1,332;2,280;480;2,234;1,116;189
Jul 7, 2020;8:00 PM;1,116;575;898;1,852;450;34;1,331;2,290;485;2,283;818;189
Jul 7, 2020;8:15 PM;1,117;570;837;1,821;306;34;1,331;2,283;500;2,284;744;189
Jul 7, 2020;8:30 PM;1,116;587;815;1,772;189;34;1,332;2,286;491;2,270;809;189
Jul 7, 2020;8:45 PM;1,115;582;838;1,664;97;34;1,332;2,285;490;2,290;809;189
Jul 7, 2020;9:00 PM;1,117;581;749;1,600;38;34;1,332;2,293;481;2,288;796;189
Jul 7, 2020;9:15 PM;1,115;534;742;1,537;9;34;1,333;2,292;482;2,283;797;189
Jul 7, 2020;9:30 PM;1,114;535;769;1,488;2;34;1,333;2,284;480;2,283;719;189
Jul 7, 2020;9:45 PM;1,115;529;768;1,498;0;34;1,333;2,282;483;2,283;650;189
Jul 7, 2020;10:00 PM;1,116;575;726;1,582;0;34;1,334;2,297;496;2,287;554;189
Jul 7, 2020;10:15 PM;1,116;551;765;1,471;0;34;1,334;2,296;493;2,264;504;189
Jul 7, 2020;10:30 PM;1,115;553;757;1,412;0;34;1,334;2,292;492;2,250;464;189
Jul 7, 2020;10:45 PM;1,114;548;737;1,446;0;34;1,334;2,291;474;2,236;320;189
Jul 7, 2020;11:00 PM;1,115;543;733;1,462;0;34;1,334;2,308;461;2,282;280;189
Jul 7, 2020;11:15 PM;1,115;550;741;1,460;0;34;1,334;2,290;425;2,283;190;189
Jul 7, 2020;11:30 PM;1,114;560;724;1,437;0;34;1,335;2,294;411;2,267;131;189
Jul 7, 2020;11:45 PM;1,110;540;723;1,455;0;34;1,335;2,279;408;2,258;36;189
Jul 8, 2020;12:00 AM;1,106;580;719;1,486;0;34;1,336;2,301;479;2,305;101;190
Jul 8, 2020;12:15 AM;1,105;566;708;1,445;0;34;1,337;2,302;479;2,284;78;190
Jul 8, 2020;12:30 AM;1,106;568;691;1,390;0;34;1,337;2,296;483;2,284;88;190
Jul 8, 2020;12:45 AM;1,105;551;668;1,418;0;34;1,337;2,266;470;2,276;50;190
Jul 8, 2020;1:00 AM;1,107;562;638;1,428;0;34;1,337;2,234;451;2,280;76;190
Jul 8, 2020;1:15 AM;1,105;559;624;1,415;0;34;1,338;2,231;435;2,287;62;190
Jul 8, 2020;1:30 AM;1,102;547;622;1,347;0;34;1,338;2,234;427;2,288;36;190
Jul 8, 2020;1:45 AM;1,106;549;612;1,350;0;34;1,339;2,218;393;2,284;29;190
Jul 8, 2020;2:00 AM;1,107;538;640;1,330;0;34;1,339;2,231;406;2,279;18;190
Jul 8, 2020;2:15 AM;1,110;524;643;1,308;0;34;1,339;2,243;434;2,274;12;190
Jul 8, 2020;2:30 AM;1,110;524;649;1,355;0;34;1,339;2,243;428;2,263;11;190
Jul 8, 2020;2:45 AM;1,112;524;609;1,389;0;34;1,339;2,247;424;2,246;19;190
Jul 8, 2020;3:00 AM;1,112;529;578;1,390;0;34;1,339;2,234;416;2,274;11;190
Jul 8, 2020;3:15 AM;1,111;530;587;1,371;0;34;1,340;2,215;416;2,279;9;190
Jul 8, 2020;3:30 AM;1,113;528;597;1,395;0;34;1,340;2,175;414;2,232;18;190
Jul 8, 2020;3:45 AM;1,112;524;578;1,404;0;34;1,341;2,139;414;2,213;25;191
Jul 8, 2020;4:00 AM;1,111;518;549;1,416;0;34;1,341;2,122;413;2,180;24;191
Jul 8, 2020;4:15 AM;1,112;519;501;1,463;0;34;1,341;2,129;415;2,189;26;192
Jul 8, 2020;4:30 AM;1,112;523;498;1,449;0;34;1,342;2,167;417;2,214;25;192
Jul 8, 2020;4:45 AM;1,112;524;495;1,415;1;34;1,343;2,225;418;2,232;25;192
Jul 8, 2020;5:00 AM;1,108;518;472;1,465;4;34;1,343;2,254;419;2,246;36;192
Jul 8, 2020;5:15 AM;1,113;514;405;1,531;14;34;1,343;2,336;420;2,235;31;192
Jul 8, 2020;5:30 AM;1,114;520;371;1,537;33;34;1,343;2,414;511;2,251;20;192
Jul 8, 2020;5:45 AM;1,114;522;407;1,461;78;34;1,343;2,491;532;2,272;20;192
Jul 8, 2020;6:00 AM;1,117;539;407;1,428;154;34;1,342;2,577;615;2,289;17;192
Jul 8, 2020;6:15 AM;1,116;553;407;1,385;259;34;1,343;2,659;649;2,289;31;192
Jul 8, 2020;6:30 AM;1,119;564;396;1,377;386;34;1,342;2,676;710;2,307;57;192
Jul 8, 2020;6:45 AM;1,118;563;375;1,350;530;34;1,341;2,697;771;2,347;123;192
Jul 8, 2020;7:00 AM;1,120;553;354;1,299;699;34;1,340;2,708;800;2,343;99;192
Jul 8, 2020;7:15 AM;1,118;563;333;1,275;888;34;1,340;2,728;830;2,350;192;192
Jul 8, 2020;7:30 AM;1,118;565;322;1,173;1,113;34;1,340;2,732;859;2,347;306;192
Jul 8, 2020;7:45 AM;1,117;574;323;1,099;1,340;34;1,340;2,754;891;2,346;385;192
Jul 8, 2020;8:00 AM;1,119;576;305;1,056;1,600;34;1,340;2,746;888;2,334;1,009;192
Jul 8, 2020;8:15 AM;1,116;579;299;1,016;1,858;34;1,339;2,772;892;2,327;1,011;192
Jul 8, 2020;8:30 AM;1,119;579;313;951;2,117;34;1,338;2,773;910;2,332;1,064;192
Jul 8, 2020;8:45 AM;1,118;577;311;898;2,387;34;1,338;2,777;910;2,331;960;192
Jul 8, 2020;9:00 AM;1,117;573;319;906;2,623;34;1,337;2,781;942;2,338;944;192
Jul 8, 2020;9:15 AM;1,112;576;293;946;2,852;34;1,336;2,793;953;2,337;865;192
Jul 8, 2020;9:30 AM;1,114;571;272;1,020;3,053;34;1,335;2,799;954;2,336;838;192
Jul 8, 2020;9:45 AM;1,114;579;302;1,024;3,257;34;1,335;2,810;970;2,337;762;192
Jul 8, 2020;10:00 AM;1,115;584;317;1,014;3,454;34;1,335;2,796;996;2,328;479;192
Jul 8, 2020;10:15 AM;1,112;581;297;1,100;3,649;34;1,334;2,787;1,012;2,321;452;192
Jul 8, 2020;10:30 AM;1,115;582;295;1,180;3,801;34;1,334;2,795;884;2,325;485;192
Jul 8, 2020;10:45 AM;1,116;583;289;1,209;3,921;34;1,334;2,803;906;2,337;475;192
Jul 8, 2020;11:00 AM;1,113;587;279;1,235;4,026;34;1,334;2,820;920;2,331;545;192
Jul 8, 2020;11:15 AM;1,113;588;277;1,232;4,101;34;1,334;2,828;934;2,331;582;192
Jul 8, 2020;11:30 AM;1,113;584;288;1,263;4,171;34;1,334;2,820;938;2,326;744;192
Jul 8, 2020;11:45 AM;1,113;582;292;1,274;4,240;34;1,333;2,824;955;2,333;680;192
Jul 8, 2020;12:00 PM;1,112;581;303;1,292;4,286;34;1,332;2,826;964;2,352;413;192
Jul 8, 2020;12:15 PM;1,113;580;323;1,268;4,327;34;1,332;2,818;973;2,340;256;192
Jul 8, 2020;12:30 PM;1,112;584;320;1,277;4,352;34;1,332;2,814;963;2,363;403;192
Jul 8, 2020;12:45 PM;1,110;587;321;1,301;4,317;34;1,332;2,822;972;2,361;281;192
Jul 8, 2020;1:00 PM;1,108;600;318;1,324;4,238;34;1,332;2,818;978;2,351;325;192
Jul 8, 2020;1:15 PM;1,107;591;329;1,304;4,144;34;1,332;2,815;986;2,351;336;192
Jul 8, 2020;1:30 PM;1,107;585;326;1,327;4,095;34;1,332;2,815;985;2,347;296;192
Jul 8, 2020;1:45 PM;1,103;583;316;1,295;4,018;34;1,331;2,811;977;2,351;219;192
Jul 8, 2020;2:00 PM;1,103;596;303;1,317;3,890;34;1,331;2,813;975;2,343;548;192
Jul 8, 2020;2:15 PM;1,103;590;300;1,294;3,710;34;1,331;2,813;980;2,344;688;192
Jul 8, 2020;2:30 PM;1,103;592;282;1,234;3,711;34;1,331;2,816;994;2,335;702;192
Jul 8, 2020;2:45 PM;1,101;595;286;1,169;3,611;34;1,330;2,807;995;2,337;682;192
Jul 8, 2020;3:00 PM;1,101;560;290;1,160;3,516;34;1,327;2,797;992;2,311;143;192
Jul 8, 2020;3:15 PM;1,101;574;276;1,160;3,442;34;1,327;2,796;952;2,298;113;192
Jul 8, 2020;3:30 PM;1,099;575;290;1,082;3,364;34;1,327;2,819;894;2,311;188;192
Jul 8, 2020;3:45 PM;1,091;586;280;1,032;3,257;34;1,327;2,816;883;2,324;233;192
Jul 8, 2020;4:00 PM;1,095;583;266;1,004;3,100;34;1,326;2,824;933;2,335;127;192
Jul 8, 2020;4:15 PM;1,099;589;271;988;2,897;34;1,327;2,827;957;2,331;171;192
Jul 8, 2020;4:30 PM;1,098;590;312;935;2,737;34;1,327;2,827;942;2,339;230;192
Jul 8, 2020;4:45 PM;1,101;589;339;922;2,532;34;1,325;2,830;939;2,340;350;192
Jul 8, 2020;5:00 PM;1,112;565;318;923;2,285;34;1,326;2,830;944;2,359;312;192
Jul 8, 2020;5:15 PM;1,112;588;314;936;2,092;34;1,326;2,843;948;2,356;527;192
Jul 8, 2020;5:30 PM;1,112;588;295;891;1,919;34;1,326;2,853;958;2,349;629;192
Jul 8, 2020;5:45 PM;1,113;594;291;886;1,722;34;1,326;2,851;986;2,360;800;192
Jul 8, 2020;6:00 PM;1,114;581;289;836;1,535;34;1,327;2,845;1,008;2,400;746;192
Jul 8, 2020;6:15 PM;1,116;586;264;832;1,366;34;1,327;2,834;1,026;2,376;947;192
Jul 8, 2020;6:30 PM;1,116;589;251;794;1,191;34;1,327;2,844;1,002;2,370;1,068;192
Jul 8, 2020;6:45 PM;1,114;584;248;750;1,012;34;1,328;2,852;1,018;2,372;1,238;193
Jul 8, 2020;7:00 PM;1,112;580;242;707;855;34;1,329;2,839;972;2,360;1,251;193
Jul 8, 2020;7:15 PM;1,113;581;226;691;700;34;1,329;2,842;1,028;2,354;1,297;192
Jul 8, 2020;7:30 PM;1,118;575;209;690;570;34;1,330;2,846;1,064;2,362;1,218;192
Jul 8, 2020;7:45 PM;1,117;577;205;633;450;34;1,330;2,856;1,070;2,389;1,134;192
Jul 8, 2020;8:00 PM;1,115;576;203;598;340;34;1,331;2,854;1,068;2,402;1,035;192
Jul 8, 2020;8:15 PM;1,118;571;201;560;235;34;1,331;2,846;1,070;2,400;913;192
Jul 8, 2020;8:30 PM;1,119;564;192;541;150;34;1,331;2,849;1,067;2,403;820;192
Jul 8, 2020;8:45 PM;1,116;563;188;496;76;34;1,332;2,861;1,070;2,407;763;192
Jul 8, 2020;9:00 PM;1,117;618;185;475;31;34;1,332;2,865;1,073;2,401;936;192
Jul 8, 2020;9:15 PM;1,119;598;188;460;9;34;1,332;2,859;1,068;2,399;891;192
Jul 8, 2020;9:30 PM;1,121;595;181;454;2;34;1,332;2,857;1,060;2,394;810;192
Jul 8, 2020;9:45 PM;1,118;582;183;443;0;34;1,332;2,853;1,054;2,398;682;192
Jul 8, 2020;10:00 PM;1,116;589;181;436;0;34;1,333;2,851;1,066;2,403;872;192
Jul 8, 2020;10:15 PM;1,116;564;174;440;0;34;1,333;2,842;1,062;2,393;723;192
Jul 8, 2020;10:30 PM;1,111;592;173;434;0;34;1,333;2,842;1,063;2,384;674;192
Jul 8, 2020;10:45 PM;1,111;575;173;437;0;34;1,333;2,839;1,066;2,367;523;193
Jul 8, 2020;11:00 PM;1,115;552;175;454;0;34;1,333;2,838;1,071;2,336;254;192
Jul 8, 2020;11:15 PM;1,114;523;163;477;0;34;1,333;2,806;1,046;2,338;148;192
Jul 8, 2020;11:30 PM;1,114;521;156;478;0;34;1,333;2,787;1,038;2,340;76;192
Jul 8, 2020;11:45 PM;1,112;517;148;476;0;34;1,333;2,799;1,040;2,335;50;192
Jul 9, 2020;12:00 AM;1,107;566;145;470;0;34;1,334;2,797;1,009;2,342;87;193
Jul 9, 2020;12:15 AM;1,106;537;143;459;0;34;1,333;2,778;983;2,321;54;193
Jul 9, 2020;12:30 AM;1,109;554;128;465;0;34;1,333;2,789;946;2,323;35;193
Jul 9, 2020;12:45 AM;1,109;535;120;494;0;34;1,333;2,782;905;2,316;34;193
Jul 9, 2020;1:00 AM;1,109;577;119;494;0;34;1,333;2,797;848;2,323;96;193
Jul 9, 2020;1:15 AM;1,104;554;118;474;0;34;1,333;2,803;799;2,328;47;193
Jul 9, 2020;1:30 AM;1,104;559;110;471;0;34;1,334;2,791;766;2,326;33;193
Jul 9, 2020;1:45 AM;1,103;567;105;477;0;34;1,334;2,738;702;2,327;18;193
Jul 9, 2020;2:00 AM;1,101;577;100;478;0;34;1,334;2,701;642;2,319;43;193
Jul 9, 2020;2:15 AM;1,101;559;96;497;0;34;1,334;2,664;603;2,295;62;195
Jul 9, 2020;2:30 AM;1,103;554;95;506;0;34;1,334;2,661;596;2,288;18;193
Jul 9, 2020;2:45 AM;1,103;550;96;514;0;34;1,333;2,649;591;2,289;13;193
Jul 9, 2020;3:00 AM;1,102;575;93;532;0;34;1,334;2,593;588;2,295;26;193
Jul 9, 2020;3:15 AM;1,100;564;90;557;0;34;1,333;2,585;590;2,296;20;193
Jul 9, 2020;3:30 AM;1,100;565;89;565;0;34;1,334;2,586;590;2,289;23;193
Jul 9, 2020;3:45 AM;1,098;566;85;567;0;34;1,334;2,599;587;2,293;22;193
Jul 9, 2020;4:00 AM;1,098;582;75;580;0;34;1,334;2,665;587;2,298;40;193
Jul 9, 2020;4:15 AM;1,095;589;78;614;0;34;1,333;2,664;588;2,315;38;193
Jul 9, 2020;4:30 AM;1,094;592;78;663;0;34;1,333;2,669;617;2,319;38;193
Jul 9, 2020;4:45 AM;1,090;611;79;712;1;34;1,334;2,696;644;2,321;51;193
Jul 9, 2020;5:00 AM;1,091;578;78;771;4;34;1,334;2,725;706;2,311;35;193
Jul 9, 2020;5:15 AM;1,096;578;79;832;13;34;1,334;2,780;725;2,314;27;193
Jul 9, 2020;5:30 AM;1,096;572;81;892;31;34;1,334;2,806;749;2,297;26;192
Jul 9, 2020;5:45 AM;1,096;584;85;942;71;34;1,334;2,836;778;2,302;34;192
Jul 9, 2020;6:00 AM;1,099;567;88;999;144;34;1,333;2,809;900;2,294;46;192
Jul 9, 2020;6:15 AM;1,099;595;87;1,057;244;34;1,334;2,824;975;2,282;48;192
Jul 9, 2020;6:30 AM;1,101;614;96;1,121;361;34;1,334;2,819;1,007;2,292;79;193
Jul 9, 2020;6:45 AM;1,102;610;113;1,157;500;34;1,333;2,813;1,049;2,301;107;192
Jul 9, 2020;7:00 AM;1,104;563;123;1,162;653;34;1,333;2,809;1,081;2,322;400;192
Jul 9, 2020;7:15 AM;1,104;568;126;1,185;837;34;1,333;2,825;1,103;2,328;548;192
Jul 9, 2020;7:30 AM;1,105;569;142;1,199;1,024;34;1,333;2,830;1,115;2,327;682;193
Jul 9, 2020;7:45 AM;1,105;562;166;1,233;1,248;34;1,332;2,837;1,098;2,332;670;193
Jul 9, 2020;8:00 AM;1,102;590;166;1,251;1,489;34;1,332;2,829;1,102;2,309;719;193
Jul 9, 2020;8:15 AM;1,105;574;164;1,243;1,708;34;1,331;2,833;1,107;2,307;729;193
Jul 9, 2020;8:30 AM;1,104;554;166;1,232;1,947;34;1,331;2,828;1,108;2,305;798;193
Jul 9, 2020;8:45 AM;1,103;549;163;1,258;2,219;34;1,330;2,831;1,114;2,299;657;194
Jul 9, 2020;9:00 AM;1,104;620;171;1,282;2,417;34;1,329;2,832;1,092;2,310;749;193
Jul 9, 2020;9:15 AM;1,099;612;182;1,340;2,585;34;1,328;2,831;1,123;2,314;683;193
Jul 9, 2020;9:30 AM;1,101;613;188;1,386;2,819;34;1,324;2,831;1,126;2,313;612;194
Jul 9, 2020;9:45 AM;1,101;628;196;1,411;3,039;34;1,328;2,835;1,125;2,315;470;194
Jul 9, 2020;10:00 AM;1,100;623;195;1,481;3,240;34;1,328;2,838;1,142;2,270;441;194
Jul 9, 2020;10:15 AM;1,102;591;191;1,539;3,473;34;1,327;2,826;1,165;2,268;364;195
Jul 9, 2020;10:30 AM;1,101;599;152;1,604;3,674;34;1,325;2,815;1,150;2,253;237;195
Jul 9, 2020;10:45 AM;1,100;620;157;1,686;3,821;34;1,324;2,804;1,118;2,257;141;195
Jul 9, 2020;11:00 AM;1,098;610;170;1,826;3,971;34;1,322;2,795;1,072;2,302;288;195
